# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LARP4	LARP4	NM_001352322.2	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARP4	LARP4	NM_001352323.2	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARP4	LARP4	NM_052879.5	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
LARP4	LARP4	NM_199188.3	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
LARP4	LARP4	NM_199190.3	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
LARP6	LARP6	NM_001286679.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LARP6	LARP6	NM_018357.4	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LARP7	LARP7	NM_001267039.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370974.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370975.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370976.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370977.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370978.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370979.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370980.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370981.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_001370982.1	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_015454.2	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARP7	LARP7	NM_016648.4	protein_coding	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
LARS2	LARS2	NM_001368263.1	protein_coding	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
LARS2	LARS2	NM_015340.4	protein_coding	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
LARS2-AS1	LARS2-AS1	NR_048543.1		0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
LASP1	LASP1	NM_001271608.1	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0
LASP1	LASP1	NM_006148.4	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0
LASP1	LASP1	NR_073384.2		0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0
LAT	LAT	NM_001014987.2	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
LAT	LAT	NM_001014988.2	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
LAT	LAT	NM_001014989.2	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
LAT	LAT	NM_014387.4	protein_coding	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
LATS2	LATS2	NM_014572.3	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
LAYN	LAYN	NM_001258390.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LAYN	LAYN	NM_001258391.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LAYN	LAYN	NM_001318799.1	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAYN	LAYN	NM_178834.4	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LBHD1	LBHD1	NM_001367940.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
LBHD1	LBHD1	NM_001367941.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
LBHD1	LBHD1	NM_024099.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
LBHD1	LBHD1	NR_160410.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
LBHD2	LBHD2	NM_001330236.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LBP	LBP	NM_004139.5	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
LBR	LBR	NM_002296.4	protein_coding	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0
LBR	LBR	NM_194442.2	protein_coding	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0
LBX2	LBX2	NM_001009812.2	protein_coding	0	2	5	1	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	2	0
LBX2	LBX2	NM_001282430.2	protein_coding	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0
LBX2-AS1	LBX2-AS1	NR_024606.2		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LBX2-AS1	LBX2-AS1	NR_152616.1		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LCA5	LCA5	NM_001122769.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LCA5	LCA5	NM_181714.4	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LCA5L	LCA5L	NM_152505.3	protein_coding	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0
LCAT	LCAT	NM_000229.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
LCE1C	LCE1C	NM_001276331.2	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
LCE1C	LCE1C	NM_178351.4	protein_coding	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
LCE1E	LCE1E	NM_178353.2	protein_coding	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
LCE2D	LCE2D	NM_178430.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LCE3D	LCE3D	NM_032563.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LCE3E	LCE3E	NM_178435.4	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LCE5A	LCE5A	NM_178438.5	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LCMT2	LCMT2	NM_014793.5	protein_coding	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0
LCN1	LCN1	NM_001252617.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LCN1	LCN1	NM_001252618.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LCN1	LCN1	NM_001252619.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LCN1	LCN1	NM_002297.4	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LCN10	LCN10	NM_001001712.3	protein_coding	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0
LCN10	LCN10	NM_001368089.1	protein_coding	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
LCN10	LCN10	NM_001368090.1	protein_coding	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0
LCN10	LCN10	NR_160514.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
LCN10	LCN10	NR_160515.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
LCN10	LCN10	NR_160516.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
LCN10	LCN10	NR_160517.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
LCN12	LCN12	NM_178536.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LCN15	LCN15	NM_203347.2	protein_coding	0	1	2	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
LCN6	LCN6	NM_198946.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LCN8	LCN8	NM_001345934.1	protein_coding	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	3
LCN8	LCN8	NM_178469.3	protein_coding	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2
LCNL1	LCNL1	NM_207510.4	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LCP1	LCP1	NM_002298.5	protein_coding	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0
LCP2	LCP2	NM_005565.5	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
LCT	LCT	NM_002299.4	protein_coding	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0
LCT-AS1	LCT-AS1	NR_045486.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LDB3	LDB3	NM_001080114.2	protein_coding	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
LDB3	LDB3	NM_001080115.2	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
LDB3	LDB3	NM_001080116.1	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
LDB3	LDB3	NM_001171610.2	protein_coding	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
LDB3	LDB3	NM_001171611.2	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
LDB3	LDB3	NM_001368063.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3
LDB3	LDB3	NM_001368064.1	protein_coding	0	0	7	10	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	3
LDB3	LDB3	NM_001368065.1	protein_coding	0	0	7	7	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0
LDB3	LDB3	NM_001368066.1	protein_coding	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
LDB3	LDB3	NM_001368067.1	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
LDB3	LDB3	NM_001368068.1	protein_coding	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3
LDB3	LDB3	NM_007078.3	protein_coding	0	0	7	7	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0
LDHA	LDHA	NM_001135239.1	protein_coding	0	12	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	0
LDHA	LDHA	NM_001165414.1	protein_coding	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
LDHA	LDHA	NM_001165415.2	protein_coding	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
LDHA	LDHA	NM_001165416.1	protein_coding	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
LDHA	LDHA	NM_005566.4	protein_coding	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
LDHA	LDHA	NR_028500.1		0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
LDHAL6B	LDHAL6B	NM_033195.3	protein_coding	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0
LDHB	LDHB	NM_001174097.2	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
LDHB	LDHB	NM_001315537.1	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
LDHB	LDHB	NM_002300.7	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
LDHC	LDHC	NM_002301.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LDHC	LDHC	NM_017448.5	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
LDHD	LDHD	NM_153486.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LDHD	LDHD	NM_194436.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LDLRAD2	LDLRAD2	NM_001013693.3	protein_coding	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LDLRAP1	LDLRAP1	NM_015627.3	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
LECT2	LECT2	NM_002302.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LEFTY1	LEFTY1	NM_020997.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LEMD2	LEMD2	NM_001143944.1	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LEMD2	LEMD2	NM_001348709.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LEMD2	LEMD2	NM_001348710.2	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LEMD2	LEMD2	NM_181336.4	protein_coding	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
LEMD3	LEMD3	NM_001167614.2	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LEMD3	LEMD3	NM_014319.5	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LENEP	LENEP	NM_018655.3	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LENG1	LENG1	NM_024316.3	protein_coding	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	4
LENG8	LENG8.3	NM_052925.4.3	protein_coding	0	3	9	2	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0
LENG9	LENG9	NM_001301782.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LENG9	LENG9	NM_198988.2	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LEPR	LEPR	NM_001003679.3	protein_coding	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0
LEPR	LEPR	NM_001003680.3	protein_coding	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0
LEPR	LEPR	NM_001198687.2	protein_coding	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0
LEPR	LEPR	NM_001198688.1	protein_coding	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0
LEPR	LEPR	NM_001198689.1	protein_coding	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0
LEPR	LEPR	NM_002303.5	protein_coding	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0
LEPROTL1	LEPROTL1	NM_001128208.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LETM1	LETM1	NM_012318.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LETM2	LETM2	NM_001199659.2	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETM2	LETM2	NM_001199660.2	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETM2	LETM2	NM_001286787.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETM2	LETM2	NM_001286819.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETM2	LETM2	NM_001330515.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETM2	LETM2	NM_001363204.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETM2	LETM2	NM_001363205.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LETM2	LETM2	NM_144652.3	protein_coding	0	0	0	15	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEXM	LEXM	NM_001110533.1	protein_coding	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0
LEXM	LEXM	NM_152607.3	protein_coding	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
LGALS1	LGALS1	NM_002305.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LGALS16	LGALS16	NM_001190441.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LGALS2	LGALS2	NM_006498.3	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS3	LGALS3	NM_001357678.2	protein_coding	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	3	0
LGALS3	LGALS3	NM_002306.4	protein_coding	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	3	0
LGALS3	LGALS3	NR_003225.2		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
LGALS3BP	LGALS3BP	NM_005567.4	protein_coding	0	7	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0
LGALS4	LGALS4.2	NM_006149.4.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
LGALS9	LGALS9	NM_001330163.2	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
LGALS9	LGALS9	NM_002308.4	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
LGALS9	LGALS9	NM_009587.3	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
LGALS9	LGALS9	NR_024043.2		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
LGALS9B	LGALS9B	NM_001042685.2	protein_coding	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0
LGALS9B	LGALS9B	NM_001367292.1	protein_coding	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0
LGALS9C	LGALS9C	NM_001040078.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LGI1	LGI1	NM_001308275.1	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LGI1	LGI1	NM_001308276.1	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LGI1	LGI1	NM_005097.4	protein_coding	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
LGI1	LGI1	NR_131777.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
LGI2	LGI2	NM_018176.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LGI3	LGI3	NM_139278.4	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
LGI4	LGI4	NM_139284.3	protein_coding	1	5	0	18	0	0	0	0	0	0	0	15	0	0	5	0	0	0	1	5	0	0	0	0	0	4	0
LGMN	LGMN	NM_001008530.3	protein_coding	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0
LGMN	LGMN	NM_001363696.2	protein_coding	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0
LGMN	LGMN	NM_001363699.2	protein_coding	0	4	4	3	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	4	0
LGMN	LGMN	NM_005606.7	protein_coding	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0
LGR4	LGR4	NM_001346432.1	protein_coding	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	5	0
LGR4	LGR4	NM_018490.5	protein_coding	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	5	0
LGR5	LGR5	NM_001277226.2	protein_coding	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0
LGR5	LGR5	NM_001277227.2	protein_coding	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0
LGR5	LGR5	NM_003667.4	protein_coding	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0
LGR5	LGR5	NR_110596.2		0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
LGR6	LGR6	NM_001017403.1	protein_coding	0	15	6	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	15	0
